0x2D5bC78268514E928FfbA1E3Ea3D8e7275113809,69314.07326323076
0x8825be873e6578F1703628281600d5887C41C55A,95831.41442749384
0xbc4eC4aef8254f7434b654DF5D9DF3EAB15B252f,2105.142542097508
0xD204E3dC1937d3a30fc6F20ABc48AC5506C94D1E,25000
0x6e868846b2182235C16FD122FCD44739E55A58e4,3840.0853469347767
0x938EF8eB7d92B548714A1c2f4cF02581b449b68f,7330.003100093357
0xb9E500CF14b355f50217f1a89040DF1765C5E70e,1600
0x350503E2f183e6F0EDF673b6B47CD281Bcf75b29,1719.8630125028599
0xc15A0E2FA24B22F6151a9731b99FE8eDE26967eA,2000
0x74A5B346F2cccf06e2127EB6680389E7D8953c80,1600
0x619eFbA9D0a94318E92F4abF5fa768681dea9B4c,1550
0x1E18b8B6F27568023E0b577CBEE1889391B2F444,3252.9104181431394
0xEAD3B6578c71117526A9C972c0932C446320CFb0,1866.4894485038544
0xE66b9c6b6363195E75F806bf5519e578F02114cE,1509.4175860836785
0xAbd263D64781A01fe3D9b17F12FC95f6FcCB2943,1650
0x41a6ac7f4e4DBfFEB934f95F1Db58B68C76Dc4dF,2080
0xBaf88B32025AEAEFEE010013dA46098382475DdC,1500
0xC7f06b0721e979315E397511de1fAEBDCD7E9316,2401.279959617107
0x6CcD7c23e6Ccd9c5258EDdA9fcA61D1214DE5622,1579.0589507866102
0xe03e5A23C93d7bFc98755DB641c2321ea8555314,10960.955880343283
0x2d1bdC590Cb736097Bc5577c8974e28dc48F5ECc,9398.230913795096
0x0D3015631c1E642e8Eb35b5A0efcea24A7685603,1600
0x51f059C07E03d330B007B48630a857E582BE8236,3469.862156687096
0x285fed35cBEA271A711681e84fFd83c68a596A75,105733.13906261628
0x427634084Fc822EDB362F368cfdb93cF2ABf143B,1520
0xE9cf30C44C1B5EEF722E0Efc19612fd95B96aaDa,1580
0x28aa4F9ffe21365473B64C161b566C3CdeAD0108,26101.166620809756
0xD1A0B66835D830e9ada42eEf436f3AA8005b20B5,1656.0624470863495
0x8844657af9b631cefd5686B514B00d8A6f332189,1634.7065606167398
0x73677a847752fe746F6f0735b4faD24fb503acCE,2152
0xc7de3F6e3E24b3E35aA762F1A049c53F0988FAb6,1510.880187806121
0xE9131F2A8952c91dDDa2bA63E5aEEd98568EC5Af,1550
0x43f22719fE3CBDEafbF425BdECd27dA75f1605A1,1582.913814256268
0xf38b07B8ac72Ad70806E902c2ecFb7EdD36cA3f5,3070.364718138921
0xadfBf9eccEE2C330D7a045fB5533b978FF5fF2b2,1504.620726398668
0x10eDAc2ccFe75347FAF2D48DdB6c4861e79C755D,1700
0xca564070c1a207600126070996e843337753fD46,1570
0x4f74CBB294c6101f27cC1E70eb611E15deC8cd31,19920.708850666964
0x97Db0E57b1C315a08cc889Ed405ADB100D7F137d,1774.9186218284196
0xDDf8dA887a1D5C07d05A948856b79DaB091efc78,1557.66
0x1600bD95EdA710cFF2eD03ccbca9675BAe7A7c7A,11514.47880431938
0x5929cC4D10b6a1acc5bF5D221889f10251C628A1,1621.79
0xb10CFb9Bf15f8815b8bb95dBB67E281ABfc11Ee0,1540.5967011898738
0xa12EeC92d8C155C8ea9159Cb87da4e062BF9992d,2800
0xfF7D0287e30919A14aeDF2Ef6BCF58Cdc5358058,1600
0xa0443b998E4AA1BdB6176c21d4E3347eB54B12ec,2000
0x06917EFCE692CAD37A77a50B9BEEF6f4Cdd36422,54088.621334633295
